Date,Open,High,Low,Close,Volume
5/1/10,18.35,18.5,18,18.25,610
6/1/10,18.25,18.22,17.26,17.27,10700
8/1/10,17.27,17.4,17.4,17.4,5
11/1/10,17.4,18.28,16.4,16.58,3605
12/1/10,16.58,17.3,16.4,17.2,28700
13/1/10,17.2,17.5,16.75,17.5,33705
14/1/10,17.5,17.49,17.49,17.49,0
15/1/10,17.49,18,16.5,17.47,7100
18/1/10,17.47,17.65,17.65,17.65,10
19/1/10,17.65,17.98,16.8,17.25,464
20/1/10,17.25,17.25,16.5,16.67,2910
21/1/10,16.67,17,15.7,16.94,2000
22/1/10,16.94,17.75,17,17.3,5048
25/1/10,17.3,18.3,17.5,18.08,12841
26/1/10,18.08,19.08,18.7,19.08,33300
27/1/10,19.08,20.05,19.1,19.5,36991
28/1/10,19.5,19.95,18.5,19.1,6031
29/1/10,19.1,19,18.1,18.17,12605
1/2/10,17.17,17,16.53,17,1600
2/2/10,17,18,16.5,17.23,5216
3/2/10,17.23,17.9,16.3,17.03,700
4/2/10,17.03,17.9,17.66,17.66,2
8/2/10,17.66,17.98,17.5,17.55,1700
9/2/10,17.55,17.75,17.2,17.75,2603
10/2/10,17.75,18,17.1,17.98,602
11/2/10,17.98,18,17,17.88,1042
12/2/10,17.88,17.99,17.99,17.99,12602
15/2/10,17.99,17.99,17.99,17.99,6
18/2/10,17.99,17.99,17.99,17.99,2
19/2/10,17.99,18.5,17,18.5,600
23/2/10,18.5,18.4,18.4,18.4,0
24/2/10,18.4,18.35,18.35,18.35,0
25/2/10,18.35,18,18,18,0
26/2/10,18,18.35,18,18,1
1/3/10,18,17.95,17.95,17.95,1
2/3/10,17.95,17.75,17.75,17.75,0
3/3/10,17.75,17.5,17.5,17.5,0
5/3/10,17.5,17.75,17.75,17.75,1
8/3/10,17.75,17.75,17,17.75,110
9/3/10,17.75,18.5,17.1,17.76,6248
10/3/10,17.76,17.9,16.85,17.38,320
11/3/10,17.38,18,17.9,17.9,10
12/3/10,17.9,17.95,17.1,17.95,55
15/3/10,17.95,17.95,17.1,17.95,110
16/3/10,17.95,17.8,17.8,17.8,0
17/3/10,17.8,17.65,17.65,17.65,0
18/3/10,17.65,17.75,17.75,17.75,10
19/3/10,17.75,18.75,17.75,18.43,2810
22/3/10,18.43,17.51,17.5,17.51,1000
24/3/10,17.51,18.1,18.1,18.1,1
25/3/10,18.1,17.5,17.1,17.5,1200
26/3/10,17.5,16.5,16.5,16.5,500
29/3/10,16.5,17.25,15.5,17.25,110
31/3/10,17.25,17,16.25,17,2
1/4/10,17,16.99,16.99,16.99,0
6/4/10,16.99,16.9,16,16.02,1510
7/4/10,16.02,16.44,16.44,16.44,210
12/4/10,16.44,15.5,15.5,15.5,100
16/4/10,15.5,16.3,16.3,16.3,11
21/4/10,16.3,15.3,15.3,15.3,800
23/4/10,15.3,16.3,15.99,16.25,3000
26/4/10,16.25,17,17,17,11
27/4/10,17,16.05,16.05,16.05,1
28/4/10,16.05,15.3,15.1,15.1,1500
29/4/10,15.1,16.1,14.5,14.5,1978
30/4/10,14.5,15.34,15.34,15.34,832
3/5/10,15.34,15.5,15.5,15.5,300
4/5/10,15.5,15.8,15,15,3007
5/5/10,15,14.78,14,14.78,1600
6/5/10,14.78,15.4,14.98,14.98,100
7/5/10,14.98,15.45,15.45,15.45,200
10/5/10,15.45,15.4,14.99,15.4,1515
11/5/10,15.4,15,14.99,14.99,1000
12/5/10,14.99,14.99,14.99,14.99,2122
13/5/10,14.99,15.65,15.65,15.65,200
14/5/10,15.65,15.8,15,15.8,107
17/5/10,15.8,15.75,15.75,15.75,0
18/5/10,15.75,15.5,15.5,15.5,0
19/5/10,15.5,15.5,14.99,15.5,570
21/5/10,15.5,16,14.5,15.7,1011
24/5/10,15.7,16.25,16.2,16.22,700
25/5/10,16.22,16.2,15.22,15.23,1010
26/5/10,15.23,15,14.3,15,400
27/5/10,15,14.11,14,14.06,600
28/5/10,14.06,14.8,13.1,14.01,708
31/5/10,14.01,13.26,13.01,13.24,2501
1/6/10,13.24,13.99,13.99,13.99,7
2/6/10,13.99,14.94,14.94,14.94,1
3/6/10,14.94,14.99,13.94,14.86,109
7/6/10,14.86,14.5,14.5,14.5,0
8/6/10,14.5,14.5,14.5,14.5,15
9/6/10,14.5,13.99,13.5,13.52,2987
14/6/10,13.52,13.88,12.52,12.75,600
15/6/10,12.75,13.5,13.5,13.5,7
17/6/10,13.5,12.8,12.61,12.62,1228
21/6/10,12.62,12,11.7,12,23
23/6/10,12,12,12,12,100
24/6/10,12,12.25,11.52,11.52,4220
25/6/10,11.52,12.52,11.1,12.15,1633
28/6/10,12.15,12,12,12,100
29/6/10,12,12.98,11.25,12.12,4
2/7/10,12.12,13,13,13,100
7/7/10,13,12.95,12.95,12.95,0
8/7/10,12.95,13.1,12.99,13.04,418
9/7/10,13.04,13.89,13.89,13.89,100
13/7/10,13.89,13.5,13.5,13.5,0
22/7/10,13.5,14.3,14.3,14.3,1
23/7/10,14.3,14.75,13.3,14.03,2
3/8/10,14.03,13.05,13.05,13.05,500
5/8/10,13.05,14.03,14.03,14.03,100
11/8/10,14.03,13.38,13.3,13.3,618
16/8/10,13.3,12.58,12.3,12.31,6325
17/8/10,12.31,12,12,12,2
18/8/10,12,11.75,11.6,11.67,2120
25/8/10,11.67,11.45,11.3,11.31,1055
30/8/10,11.31,11.15,11.15,11.15,500
2/9/10,11.15,11.2,11.2,11.2,0
6/9/10,11.2,10.52,10.5,10.5,800
7/9/10,10.5,11,11,11,1352
16/9/10,11,11.49,11.49,11.49,1000
17/9/10,11.49,11.75,11.45,11.6,15000
21/9/10,11.6,11.98,11.9,11.9,550
22/9/10,11.9,11.77,11.5,11.52,3200
24/9/10,11.52,11.8,11.8,11.8,400
27/9/10,11.8,11.75,11.7,11.75,201
28/9/10,11.75,11.3,11.3,11.3,1
29/9/10,11.3,12,11.95,12,5000
4/10/10,12,12,11.25,11.25,2075
6/10/10,11.25,11.25,11.15,11.23,631
11/10/10,11.23,11.26,11.26,11.26,0
12/10/10,11.26,11.51,11.51,11.51,0
13/10/10,11.51,12.25,12.25,12.25,200
14/10/10,12.25,12.5,12.5,12.5,500
18/10/10,12.5,12.5,12.46,12.49,75
20/10/10,12.49,12.5,12.5,12.5,0
21/10/10,12.5,13,13,13,1000
22/10/10,13,13.2,12.51,12.51,34
25/10/10,12.51,12.6,12.6,12.6,0
26/10/10,12.6,13.55,13.23,13.55,1497
27/10/10,13.55,13.95,13.95,13.95,103
28/10/10,13.95,13.95,13.95,13.95,2
29/10/10,13.95,13.99,13.99,13.99,10
2/11/10,13.99,14,14,14,100
3/11/10,14,14,13,13.04,6602
4/11/10,13.04,14,13,14,9773
5/11/10,14,14.99,14.25,14.37,2000
8/11/10,14.37,14.99,14.5,14.99,1000
10/11/10,14.99,15.75,15,15.75,300
11/11/10,15.75,15.99,15.5,15.99,1268
12/11/10,15.99,16.5,16,16.45,502
15/11/10,16.45,16.5,16.5,16.5,200
16/11/10,16.5,16.9,16.52,16.9,801
22/11/10,16.9,16.9,16.71,16.71,400
25/11/10,16.71,16.7,15.8,16.7,610
29/11/10,16.7,16.55,16.5,16.51,1201
30/11/10,16.51,16.89,16.42,16.87,1300
1/12/10,16.87,16.88,16.6,16.6,1602
6/12/10,16.6,16.49,16.49,16.49,0
7/12/10,16.49,16.03,16.02,16.02,400
8/12/10,16.02,16.75,15.72,16.74,212
9/12/10,16.74,16.5,16.06,16.43,601
13/12/10,16.43,16.7,16.5,16.5,1000
14/12/10,16.5,16.75,16.5,16.57,200
20/12/10,16.57,16.5,16.5,16.5,0
21/12/10,16.5,16.45,16,16.12,400
22/12/10,16.12,15.75,15.75,15.75,100
23/12/10,15.75,15.9,15.75,15.77,250
24/12/10,15.77,16.25,16.25,16.25,1
29/12/10,16.25,16.3,15.33,16.2,103
30/12/10,16.2,17.2,15.2,17.2,12768
31/12/10,17.2,18.2,18,18.2,30599
3/1/11,18.2,19.2,18.8,19.2,8916
4/1/11,19.2,20.2,19.7,19.78,13186
5/1/11,19.78,20.5,19.4,19.4,2739
6/1/11,19.4,19.5,19.1,19.4,5300
7/1/11,19.4,19.5,19.1,19.44,5002
10/1/11,19.44,19.5,19.5,19.5,404
11/1/11,19.5,20,19.5,20,11400
12/1/11,20,20.5,19.25,19.5,5002
13/1/11,19.5,20.3,19.13,19.5,803
14/1/11,19.5,19.99,19.25,19.26,4508
17/1/11,19.26,19.8,18.4,18.8,27630
18/1/11,18.8,19.4,18.64,18.91,2265
19/1/11,18.91,18.8,18.43,18.6,10721
21/1/11,16.1,16,15.5,15.5,6200
24/1/11,15.5,15.5,14.5,15,5065
25/1/11,15,15.79,15.79,15.79,1
26/1/11,15.79,15.25,15.2,15.25,5990
27/1/11,15.25,15.1,15.1,15.1,382
28/1/11,15.1,16,16,16,51
31/1/11,16,16.5,15.9,15.99,377
1/2/11,15.99,15,15,15,280
2/2/11,15,15.4,14.1,15.4,1002
3/2/11,15.4,15.35,15.35,15.35,100
4/2/11,15.35,15.5,15.5,15.5,1
7/2/11,15.5,15.5,15.5,15.5,1
8/2/11,15.5,15.5,15.5,15.5,1
9/2/11,15.5,16.25,15.45,15.6,102
10/2/11,15.6,15.39,15.2,15.39,100
15/2/11,15.39,14.5,14.41,14.5,30100
21/2/11,14.5,14.1,14.1,14.5,400
22/2/11,14.5,14.06,14.06,14.5,99
24/2/11,14.5,14.2,14.2,14.5,200
25/2/11,14.5,14.2,14.2,14.5,6
2/3/11,14.5,14.1,13.6,14.5,51
3/3/11,14.5,14.5,14.3,14.5,240
4/3/11,14.5,15,13.55,14.94,10740
11/3/11,14.94,14.25,14.25,14.25,500
14/3/11,14.25,14.25,14.25,14.25,700
15/3/11,14.25,14.49,14.49,14.25,100
24/3/11,14.25,14,14,14.25,10
30/3/11,14.25,14.25,14,14.03,2000
31/3/11,14.03,14.5,14,14,2500
4/4/11,14,14.75,14.01,14,58
5/4/11,14,14,14,14,500
6/4/11,14,14.01,14,14,1000
7/4/11,14,13.51,13,13,14959
8/4/11,13,13.55,12.61,13,297
11/4/11,13,13.49,12,12.01,10072
12/4/11,12.01,11.8,11.5,12.01,142
14/4/11,12.01,12.68,12.68,12.68,500
15/4/11,12.68,13.19,13,13,1100
18/4/11,13,13.4,13.39,13,200
21/4/11,13,13.48,13.48,13,1
27/4/11,13,13.5,13.5,13,200
28/4/11,13,13.9,13.65,13.9,810
2/5/11,13.9,13.25,13.25,13.9,100
4/5/11,13.9,13,13,13,1000
6/5/11,13,12.3,12.3,13,2
11/5/11,13,13,13,13,1
12/5/11,13,13.49,13,13,616
16/5/11,13,12.5,12.5,13,100
19/5/11,13,13,12.8,13,512
24/5/11,13,14,12.8,14,3570
25/5/11,14,15,15,15,500
26/5/11,15,16,16,16,4011
27/5/11,16,17,16.85,17,8523
30/5/11,17,18,17.7,18,4950
31/5/11,18,19,17.75,18.58,3901
1/6/11,18.58,18.9,18.1,18.78,942
2/6/11,18.78,18.89,18,18.72,3870
3/6/11,18.72,19,18.11,18.43,5121
6/6/11,18.43,19.24,19.24,18.43,100
7/6/11,18.43,19.2,18.55,18.55,2505
8/6/11,18.55,18.99,18.01,18.01,1200
9/6/11,18.01,18.88,17.7,18.88,1010
10/6/11,18.88,18.49,18.49,18.88,100
13/6/11,18.88,18.99,18.5,18.88,150
14/6/11,18.88,18.85,18.85,18.88,20
15/6/11,18.88,18.9,18.13,18.15,2395
16/6/11,18.15,18.2,18,18.07,1195
20/6/11,18.07,18,18,18,700
22/6/11,18,17.25,17.25,18,100
24/6/11,18,17.5,17.5,18,100
27/6/11,18,17.6,17.5,17.54,889
30/6/11,17.54,17.5,17.5,17.5,500
6/7/11,17.5,18.5,18.45,18.5,2265
8/7/11,18.5,18.4,18,18,501
12/7/11,18,18.5,18.5,18,200
14/7/11,18,17.7,17.7,18,31
18/7/11,18,18.1,17.17,17.97,700
21/7/11,17.97,17.62,17.62,17.97,10
22/7/11,17.97,18.44,18,18.27,900
25/7/11,18.27,17.95,17.27,17.8,1109
26/7/11,17.8,17.1,17.06,17.08,800
28/7/11,17.08,18,18,17.08,100
29/7/11,17.08,17.75,17.75,17.08,17
2/8/11,17.08,17.25,17.25,17.25,500
9/8/11,17.25,16.3,16.3,17.25,13
15/8/11,17.25,18.23,18.23,18.23,500
16/8/11,18.23,18.12,18.12,18.12,0
17/8/11,18.12,18.11,18.11,18.11,0
6/9/11,18.11,17.11,17.11,18.11,100
9/9/11,18.11,18.2,18.16,18.19,2100
12/9/11,18.19,17.26,17.26,18.19,25
14/9/11,18.19,17.26,17.25,18.19,26
22/9/11,18.19,17.5,17.5,17.5,1500
23/9/11,17.5,17.15,17,17,3500
26/9/11,17,17,17,17,1500
27/9/11,17,17.5,17.5,17.5,1000
28/9/11,17.5,18.5,17,18.5,3200
4/10/11,18.5,18.9,18.9,18.5,300
10/10/11,18.5,19.5,19,18.5,200
11/10/11,18.5,18.25,18,18,1500
13/10/11,18,18.9,18.9,18,20
17/10/11,18,18.1,18.1,18,100
18/10/11,18,18.99,18.99,18,1
27/10/11,18,17.27,17.25,18,200
3/11/11,18,17.1,17.1,18,35
10/11/11,18,18.55,18.55,18,100
15/11/11,18,18.95,18,17.07,810
22/11/11,17.07,17,17,17.07,25
24/11/11,17.07,17.05,17.05,17.07,100
7/12/11,17.07,18.07,17.35,17.35,174
8/12/11,17.35,18.35,17.8,17.8,50
9/12/11,17.8,17.26,17,17,2746
12/12/11,17,16.02,16,16,7138
13/12/11,16,17,16.9,16,57
14/12/11,16,16.95,15.25,16,11
15/12/11,16,17,15,16,2
19/12/11,16,16.5,16.5,16,15
20/12/11,16,16.7,16.49,16.7,2992
21/12/11,16.7,16.95,16.31,16.77,2642
22/12/11,16.77,17,16.31,17,1401
26/12/11,17,17.9,17,17.9,5576
27/12/11,17.9,18.9,18.4,18.9,10491
28/12/11,18.9,19.5,19,19.02,6538
29/12/11,19.02,19,18.9,19,2222
30/12/11,19,18.95,18.5,18.72,2780
2/1/12,18.72,18.7,18.36,18.38,1725
3/1/12,18.38,18.6,18.45,18.5,720
4/1/12,18.5,18.85,18.55,18.69,4071
5/1/12,18.69,19.25,18.4,18.5,1550
6/1/12,18.5,19.25,18.4,18.75,1635
9/1/12,18.75,18.85,18.85,18.75,261
10/1/12,18.75,18.85,17.75,18.74,1591
11/1/12,18.74,18.65,17.8,18.55,5621
12/1/12,18.55,18.75,18.65,18.55,303
13/1/12,18.55,18.75,18.16,18.3,3107
16/1/12,18.3,18.99,18.05,18.95,1800
17/1/12,18.95,19.25,19.23,19.25,3231
18/1/12,19.25,19.75,19,19.01,970
19/1/12,19.01,19.75,18.9,19.37,795
20/1/12,16.87,15.87,15.87,15.87,1220
23/1/12,15.87,14.88,14.87,14.87,3929
24/1/12,14.87,15.75,13.87,13.99,5001
25/1/12,13.99,14.4,13.32,13.94,1459
26/1/12,13.94,14.5,12.94,13,1421
27/1/12,13,14,12.3,12.58,2400
30/1/12,12.58,13.25,13.25,12.58,22
1/2/12,12.58,12,12,12.58,100
2/2/12,12.58,13.46,13.46,12.58,1
3/2/12,12.58,13.47,13.47,12.58,10
6/2/12,12.58,13.5,13.5,12.58,100
10/2/12,12.58,13,13,13,500
15/2/12,13,13,12.05,13,155
16/2/12,13,12.97,12.5,13,490
17/2/12,13,13.9,12.15,13,14
20/2/12,13,12.97,12,13,290
21/2/12,13,13,13,13,130
22/2/12,13,13,12.97,13,200
23/2/12,13,12.97,12.97,13,70
24/2/12,13,13,13,13,127
28/2/12,13,13.47,13.47,13,6
1/3/12,13,13.75,13.47,13.7,1524
7/3/12,13.7,14.7,14.01,14.04,1060
8/3/12,14.04,14.02,14.02,14.04,209
12/3/12,14.04,13.2,13.2,14.04,14
14/3/12,14.04,15.04,15.04,15.04,713
15/3/12,15.04,16.04,14.15,16.04,2020
16/3/12,16.04,17.03,15.99,17,2096
19/3/12,17,16,16,17,11
20/3/12,17,17.05,16.5,16.67,650
21/3/12,16.67,16.1,16.01,16.67,477
26/3/12,16.67,16,15.67,15.68,601
27/3/12,15.68,16.68,15,16.68,1765
28/3/12,16.68,17.68,17,17.6,2400
29/3/12,17.6,17.95,17.95,17.6,1
2/4/12,17.6,18.6,17.6,17.6,301
3/4/12,17.6,18.55,18.55,18.55,506
4/4/12,18.55,19.55,18.5,19.54,4600
5/4/12,19.54,20.5,18.54,18.59,2963
6/4/12,18.59,17.99,17.59,17.59,3600
9/4/12,17.59,17,16.61,16.61,6622
10/4/12,16.61,16.96,16.91,16.61,101
11/4/12,16.61,17,17,16.61,100
12/4/12,16.61,17,17,17,1000
16/4/12,17,17,16.61,16.96,1100
17/4/12,16.96,16.96,16.96,16.96,99
18/4/12,16.96,16.75,16.75,16.75,2000
19/4/12,16.75,16.5,16.5,16.75,200
23/4/12,16.75,16.75,16.75,16.75,1000
24/4/12,16.75,16.75,16.75,16.75,100
25/4/12,16.75,16.45,16,16,1920
26/4/12,16,16.15,15.51,15.61,722
27/4/12,15.61,16.15,16.15,15.61,100
30/4/12,15.61,15.7,15.65,15.66,2420
2/5/12,15.66,15.75,15.25,15.42,18721
3/5/12,15.42,15.95,15.35,15.48,6516
4/5/12,15.48,15.66,15.1,15.3,727
7/5/12,15.3,15.75,15.2,15.65,507
8/5/12,15.65,15.21,15.21,15.21,1000
9/5/12,15.21,15.95,15.5,15.5,600
11/5/12,15.5,15.97,15.97,15.5,100
14/5/12,15.5,15.45,15,15.37,1350
15/5/12,15.37,15.51,15.25,15.46,600
16/5/12,15.46,15.61,15.35,15.36,2450
17/5/12,15.36,15.5,15.5,15.5,800
21/5/12,15.5,16.5,16.15,16.26,720
22/5/12,16.26,16,15.55,16.26,450
24/5/12,16.26,15.7,15.26,15.26,4500
25/5/12,15.26,15.55,15.31,15.26,205
28/5/12,15.26,16.26,16,16.04,600
29/5/12,16.04,17.04,17,17,294
30/5/12,17,17.99,17.99,17.99,600
31/5/12,17.99,18.99,18.99,18.99,3537
1/6/12,18.99,19.99,19.2,19.99,12468
4/6/12,19.99,20.99,19.5,20.96,4703
5/6/12,20.96,21.91,20.5,21,911
6/6/12,21,21.5,21,21,250
7/6/12,21,21.5,20.02,20.5,2504
8/6/12,20.5,20.4,19.48,20.5,11
11/6/12,20.5,21.38,20.5,20.5,125
13/6/12,20.5,20.17,19.55,20.5,440
15/6/12,20.5,20.1,20.1,20.5,40
20/6/12,20.5,20.5,20.5,20.5,26
21/6/12,20.5,19.7,19.61,20.5,181
25/6/12,20.5,19.65,19.65,19.65,2419
26/6/12,19.65,19.06,19.06,19.65,45
27/6/12,19.65,18.81,18.71,19.65,230
28/6/12,19.65,19.7,19,19,1001
29/6/12,19,19,19,19,500
2/7/12,19,19,18.75,18.96,1200
4/7/12,18.96,19.11,19.11,18.96,1
6/7/12,18.96,19.96,19.25,19.25,257
9/7/12,19.25,19.35,19.35,19.25,1
10/7/12,19.25,20,19.99,19.25,5
11/7/12,19.25,19.5,19.25,19.25,121
12/7/12,19.25,20.2,19.6,20.2,719
13/7/12,20.2,21,19.5,20.2,101
17/7/12,20.2,20.1,20.1,20.1,998
18/7/12,20.1,21.1,21.1,20.1,11
19/7/12,20.1,21,21,20.1,1
20/7/12,20.1,20.5,20.4,20.1,117
1/8/12,20.1,20.13,20.13,20.13,0
2/8/12,20.13,20.1,20,20.1,2500
9/8/12,20.1,20.25,20.25,20.25,1000
10/8/12,20.25,20.5,20.5,20.5,1000
13/8/12,20.5,21,21,21,2000
15/8/12,21,21,21,21,500
24/8/12,21,21.75,21.65,21.75,3000
29/8/12,21.75,21.75,21.75,21.75,1000
3/9/12,21.75,21.35,21.35,21.35,1000
11/9/12,21.35,21.75,21.7,21.75,1500
12/9/12,21.75,21.8,21.8,21.8,500
14/9/12,21.8,22.75,22.68,22.71,2000
24/9/12,22.71,23,23,23,500
25/9/12,23,23,23,23,500
26/9/12,23,22.25,22.25,22.25,6500
28/9/12,22.25,22.25,22.25,22.25,500
1/10/12,22.25,21.75,21.75,21.75,3000
4/10/12,21.75,21.5,21.5,21.5,2500
5/10/12,21.5,21.25,21.25,21.25,2500
11/10/12,21.25,21.97,21.95,21.97,1000
12/10/12,21.97,22.17,22.17,22.17,500
16/10/12,22.17,22.47,22.47,22.47,500
17/10/12,22.47,22.61,22.61,22.61,500
18/10/12,22.61,22.84,22.84,22.84,500
22/10/12,22.84,23.11,23.11,23.11,500
23/10/12,23.11,23.4,23.4,23.4,500
30/10/12,23.4,23.9,23.61,23.9,1500
31/10/12,23.9,24.5,24.45,24.5,1000
1/11/12,24.5,24,24,24,500
5/11/12,24,24.49,24,24.49,1500
6/11/12,24.49,24.34,24.34,24.34,500
8/11/12,24.34,24.05,24,24,2500
13/11/12,24,23.1,23.1,23.1,500
14/11/12,23.1,23.99,23.99,23.99,500
19/11/12,23.99,24.5,24.45,24.5,2500
26/11/12,24.5,24.25,24.1,24.1,10000
27/11/12,24.1,24.74,24.05,24.74,2000
28/11/12,24.74,24.5,24.5,24.5,500
29/11/12,24.5,24.01,24.01,24.01,500
30/11/12,24.01,24.4,24.4,24.4,1000
3/12/12,24.4,25.62,25.3,25.62,8500
4/12/12,25.62,26.9,26.65,26.9,8500
5/12/12,26.9,28.24,28.2,28.24,5500
6/12/12,28.24,29.65,29.65,29.65,3000
10/12/12,29.65,30.45,28.65,28.65,2500
11/12/12,28.65,30.08,29.75,30.08,4500
12/12/12,30.08,31,30.5,31,2500
13/12/12,31,31,31,31,500
17/12/12,31,29.45,29.45,29.45,1500
18/12/12,29.45,28,28,28,1000
19/12/12,28,26.8,26.6,26.6,3000
20/12/12,26.6,27.9,27.6,27.8,2000
21/12/12,27.8,29.15,28.8,29.15,3000
24/12/12,29.15,30.5,27.71,27.79,10500
26/12/12,27.79,29.17,26.41,27.08,10500
27/12/12,27.08,26.6,25.75,26,2500
28/12/12,26,24.7,24.7,24.7,5000
31/12/12,24.7,25,24.31,24.31,5000
1/1/13,24.31,25.05,24,24,2000
2/1/13,24,24,24,24,5000
7/1/13,24,25.2,24.58,25.2,2500
8/1/13,25.2,25.99,25.2,25.2,2500
9/1/13,25.2,25.25,25.25,25.25,1000
10/1/13,25.25,25,25,25,500
18/1/13,25,24.51,24.51,24.51,1000
21/1/13,24.51,25.7,24.99,25.37,4000
22/1/13,22.87,22.79,21.8,22.25,8500
23/1/13,22.25,21.75,21.5,21.62,3000
24/1/13,21.62,22.7,22.5,22.7,5000
30/1/13,22.7,23.1,22.5,23.1,4000
31/1/13,23.1,22.6,22.6,22.6,3000
6/2/13,22.6,23.4,23,23.4,2000
7/2/13,23.4,23,22.75,23,1000
11/2/13,23,24.15,23.5,24.15,8000
12/2/13,24.15,24,24,24,1000
13/2/13,24,25.06,24.95,25.06,3500
14/2/13,25.06,26.31,26,26.31,2500
15/2/13,26.31,27.5,27.49,27.5,4000
20/2/13,27.5,26.15,26.15,26.15,1000
21/2/13,26.15,25,24.85,25,1500
22/2/13,25,25,25,25,2000
25/2/13,25,26.25,24,25.91,20000
26/2/13,25.91,26.99,26.5,26.75,8000
27/2/13,26.75,26.2,26,26,13000
5/3/13,26,24.75,24.75,24.75,500
11/3/13,24.75,23.71,23.52,23.7,2000
12/3/13,23.7,23.5,23,23.1,6500
18/3/13,23.1,22,22,22,500
19/3/13,22,23,22.99,23,3500
20/3/13,23,23.9,23.1,23.1,2500
21/3/13,23.1,23.5,23,23,3500
22/3/13,23,23.75,23.5,23.65,11000
25/3/13,23.65,23.5,23.5,23.5,10000
29/3/13,23.5,23.5,23.5,23.5,2000
2/4/13,23.5,23,23,23,3000
3/4/13,23,23.26,23,23,8000
5/4/13,23,24.15,24,24.11,8000
11/4/13,24.11,24.5,23.5,24.5,13500
16/4/13,24.5,24.02,24,24,4500
22/4/13,24,23.49,23,23.49,5000
23/4/13,23.49,23.25,23.05,23.25,2000
24/4/13,23.25,23.7,23.1,23.66,6000
25/4/13,23.66,23.7,23.25,23.31,8500
26/4/13,23.31,24.3,23.6,24.3,1000
29/4/13,24.3,23.7,23.7,23.7,500
3/5/13,23.7,24.88,24.2,24.88,6500
6/5/13,24.88,26.12,24.7,25.71,6500
8/5/13,25.71,26,25.5,25.5,1500
9/5/13,25.5,26.7,26.49,26.6,2000
10/5/13,26.6,26.5,26.5,26.5,500
13/5/13,26.5,27.8,27.5,27.8,4000
14/5/13,27.8,26.8,26.8,27.8,500
15/5/13,27.8,26.41,26.41,27.8,500
16/5/13,27.8,27,27,27,500
20/5/13,27,25.65,25.65,25.65,500
21/5/13,25.65,26.93,26.93,26.93,500
22/5/13,26.93,28.27,28.25,28.26,1500
23/5/13,28.26,29.67,29.3,29.67,15000
24/5/13,29.67,31.15,31.15,31.15,1500
27/5/13,31.15,32.7,32.7,32.7,10000
28/5/13,32.7,34.33,33.94,34.1,10500
29/5/13,34.1,35.8,35.8,35.8,500
30/5/13,35.8,37.59,37.59,37.59,1500
31/5/13,37.59,39.46,39.46,39.46,3000
3/6/13,39.46,41.43,41.43,41.43,3500
4/6/13,41.43,43.5,43,43.5,13500
5/6/13,43.5,45.66,41.51,41.6,6000
6/6/13,41.6,42.5,40.2,40.26,8500
7/6/13,40.26,41.5,39.5,41.5,8000
10/6/13,41.5,41,39.43,39.43,4500
11/6/13,39.43,39,38.01,38.01,1000
13/6/13,38.01,39.74,38.05,39.74,1000
14/6/13,39.74,41.25,41.25,41.25,500
17/6/13,41.25,40.25,40.05,40.13,3000
20/6/13,40.13,40,40,40,500
21/6/13,40,38.1,38,38,2500
24/6/13,38,36.1,36.1,36.1,2000
28/6/13,36.1,35,34.3,34.3,3500
1/7/13,34.3,32.6,32.6,32.6,500
2/7/13,32.6,34.23,34.2,34.23,1500
8/7/13,34.23,34.47,34.47,34.47,500
10/7/13,34.47,36.19,35.8,36.19,2500
12/7/13,36.19,37.99,37.99,36.19,500
15/7/13,36.19,34.5,34.5,34.5,500
18/7/13,34.5,36.22,35,36.22,12000
19/7/13,36.22,37,37,37,500
23/7/13,37,37,36.5,36.51,6000
24/7/13,36.51,36,36,36,500
25/7/13,36,37.8,35,36.38,31000
26/7/13,36.38,38.19,37.97,37.97,2000
29/7/13,37.97,39.86,39.86,39.86,7500
30/7/13,39.86,41.85,41.85,41.85,2000
31/7/13,41.85,43.94,43.94,43.94,3500
1/8/13,43.94,46.12,43,45.87,13500
5/8/13,45.87,46.9,43.58,43.58,3500
12/8/13,43.58,42.5,41.41,42.5,2000
13/8/13,42.5,42,42,42,500
15/8/13,42,41.99,41.99,41.99,3000
16/8/13,41.99,41.85,40.8,41.85,3000
20/8/13,41.85,40.2,40.2,40.2,500
27/8/13,40.2,40.14,40.14,40.14,0
12/9/13,40.14,38.25,38.25,38.25,5000
30/9/13,38.25,40.16,40.16,40.16,500
3/10/13,40.16,39,39,39,2500
14/10/13,39,37.05,37.05,37.05,500
25/10/13,37.05,38.5,38.5,38.5,500
30/10/13,38.5,39.5,39.5,39.5,2000
8/11/13,41,41,41,41,500
11/11/13,40,40,39.4,39.4,1000
13/11/13,40,40,40,40,500
18/11/13,41.5,41.5,41.5,41.5,500
25/11/13,40,40,40,40,1000
3/12/13,41,41,41,41,2500
6/12/13,42,42,42,42,1000
9/12/13,42,42,42,42,2500
10/12/13,41.7,41.7,41.7,41.7,1000
11/12/13,42.5,42.5,42.5,42.5,500
16/12/13,40.5,40.55,40.5,40.55,7500
17/12/13,40,40,39.3,39.6,2500
18/12/13,39.5,39.5,39.5,39.5,500
19/12/13,39.05,39.05,39,39,1000
20/12/13,39,39,39,39,500
23/12/13,39.5,39.6,39.5,39.6,1000
26/12/13,40,41.58,40,41.58,6000
27/12/13,39.6,43.55,43.55,43.55,0
30/12/13,41.58,45.69,45.69,45.69,0
