Date,Open,High,Low,Close,Volume
6/12/04,22.55,21.45,21.45,21.45,500
7/12/04,21.45,23.05,23.05,23.05,3000
8/12/04,23.05,24.75,23,23,5000
10/12/04,23,24.7,24.5,24.7,1000
14/12/04,24.7,26,26,26,2000
27/12/04,26,27.95,27.95,27.95,1000
31/12/04,27.95,30,28,30,2500
3/1/05,30,32,29,29,4500
4/1/05,29,27.55,27.55,27.55,1500
5/1/05,27.55,29.6,29.45,29.6,1500
6/1/05,29.6,31.8,31.75,31.8,1500
7/1/05,31.8,34,34,34,1000
10/1/05,34,36.5,35,35,3500
27/1/05,34,33,33,33,0
7/2/05,33,32,32,32,1000
15/2/05,32,32.1,32.1,32.1,500
2/3/05,32.1,32,32,32,0
10/3/05,32,31,31,31,0
22/3/05,31,30,30,30,0
30/3/05,30,31,29,29,1500
29/6/05,29,28.5,28.5,28.5,500
6/7/05,28.5,28.25,28.25,28.25,0
13/7/05,28.25,28,26.85,28,3000
25/7/05,28,26.6,26.6,26.6,1000
3/8/05,26.6,27.5,27.5,27.5,0
4/8/05,27.5,28.85,28.85,28.85,500
8/8/05,28.85,30,30,30,500
22/8/05,30,30,30,30,500
5/9/05,30,29,29,29,500
7/9/05,29,29,29,29,500
12/9/05,29,28.5,28.5,28.5,0
13/9/05,28.5,28,27.5,27.5,1000
21/9/05,27.5,28.85,28.85,28.85,1000
29/9/05,28.85,28,28,28,1000
12/10/05,28,28,28,28,500
14/11/05,28,29.4,29.4,29.4,500
8/12/05,29.4,27.95,27.95,27.95,500
12/12/05,27.95,29.3,29.25,29.25,1000
13/12/05,29.25,30.6,30.3,30.6,4000
14/12/05,30.6,32.05,32.05,32.05,500
15/12/05,32.05,33.5,33,33.5,1500
16/12/05,33.5,34.95,31.85,31.85,1000
20/12/05,31.85,33.4,30.3,33.4,3500
22/12/05,33.4,32,32,32,500
23/12/05,32,32,30.55,30.55,1500
26/12/05,30.55,31.95,29.05,31.95,3000
28/12/05,31.95,31.95,31.95,31.95,500
30/12/05,31.95,32.5,30.4,30.4,4000
2/1/06,30.4,31.5,28.9,30.95,6000
3/1/06,30.95,30.9,30.9,30.9,0
4/1/06,30.9,30.85,30.85,30.85,500
5/1/06,30.85,30,30,30,0
16/1/06,30,29,29,29,0
17/1/06,29,28.5,27.7,28.5,2000
19/1/06,27,28,28,28,500
23/1/06,28,29.4,29,29.4,2000
24/1/06,29.4,29,29,29,0
26/1/06,29,28.95,27.6,28.95,4500
27/1/06,28.95,29,28.5,28.5,2000
30/1/06,28.5,29.85,29,29.85,3000
31/1/06,29.85,29.5,29.5,29.5,0
1/2/06,29.5,30.5,30.5,30.5,1000
2/2/06,30.5,29,29,29,1500
3/2/06,29,28,28,28,1000
6/2/06,28,26.9,26.75,26.75,3500
7/2/06,26.75,28,27.5,28,1500
16/2/06,28,27.25,27,27.25,500
22/2/06,27.25,28.25,28.25,28.25,500
24/2/06,28.25,27,27,27,1500
27/2/06,27,27.75,27.75,27.75,1500
15/3/06,27.75,26.4,26.4,26.4,0
28/3/06,26.4,25.1,25.1,25.1,5000
29/3/06,25.1,25.5,25.5,25.5,500
3/4/06,25.5,24.8,24.8,24.8,500
4/4/06,24.8,24.5,24.5,24.5,500
5/4/06,24.5,25.3,24.8,25.3,1000
10/4/06,25.3,25.25,25.25,25.25,500
13/4/06,25.25,26,26,26,3500
20/4/06,26,24.7,24.7,24.7,500
30/5/06,24.7,25.9,25.9,25.9,0
31/5/06,25.9,27.15,27.15,27.15,0
1/6/06,27.15,28.5,28.5,28.5,0
2/6/06,28.5,29.9,29.9,29.9,10500
